  Test Start Time: Wed Aug 23 16:29:44 2017
-----------------------------------------
Testcase                       Result     Exit Value
sysctl04                       CONF       32   
sysctl05                       CONF       32   
sysfs01                        CONF       32   
sysfs02                        CONF       32   
sysfs03                        CONF       32   
sysfs04                        CONF       32   
sysfs05                        CONF       32   
sysfs06                        CONF       32   
sysinfo01                      PASS       0    
sysinfo02                      PASS       0    
syslog01                       FAIL       1    
syslog02                       FAIL       1    
syslog03                       FAIL       1    
syslog04                       FAIL       1    
syslog05                       FAIL       1    
syslog06                       FAIL       1    
syslog07                       FAIL       1    
syslog08                       FAIL       1    
syslog09                       FAIL       1    
syslog10                       FAIL       1    
syslog11                       FAIL       1    
syslog12                       FAIL       1    
time01                         PASS       0    
time02                         PASS       0    
times01                        PASS       0    
times03                        PASS       0    
timerfd01                      PASS       0    
timerfd02                      PASS       0    
timerfd03                      PASS       0    
timerfd_create01               PASS       0    
timerfd_gettime01              PASS       0    
timerfd_settime01              PASS       0    
timer_getoverrun01             PASS       0    
timer_gettime01                PASS       0    
tkill01                        PASS       0    
tkill02                        PASS       0    
truncate01                     PASS       0    
truncate01_64                  PASS       0    
truncate02                     PASS       0    
truncate02_64                  PASS       0    
truncate03                     FAIL       1    
truncate03_64                  FAIL       1    
ulimit01                       PASS       0    
umask01                        PASS       0    
umask02                        PASS       0    
umask03                        PASS       0    
uname01                        PASS       0    
uname02                        PASS       0    
uname03                        PASS       0    
unlink01                       PASS       0    
unlink05                       PASS       0    
unlink06                       PASS       0    
unlink07                       PASS       0    
unlink08                       PASS       0    
unlinkat01                     PASS       0    
unshare01                      FAIL       1    
unshare02                      PASS       0    
umount01                       CONF       32   
umount02                       CONF       32   
umount03                       CONF       32   
umount2_01                     CONF       32   
umount2_02                     CONF       32   
umount2_03                     CONF       32   
ustat01                        CONF       32   
ustat02                        CONF       32   
utime01                        PASS       0    
utime01A                       PASS       0    
utime02                        PASS       0    
utime03                        PASS       0    
utime04                        PASS       0    
utime05                        PASS       0    
utime06                        CONF       32   
utimes01                       CONF       32   
utimensat01                    CONF       32   
vfork01                        PASS       0    
vfork02                        PASS       0    
vhangup01                      FAIL       1    
vhangup02                      PASS       0    
vmsplice01                     FAIL       2    
vmsplice02                     FAIL       1    
wait01                         PASS       0    
wait02                         PASS       0    
wait401                        PASS       0    
wait402                        PASS       0    
waitpid01                      PASS       0    
waitpid02                      PASS       0    
waitpid03                      PASS       0    
waitpid04                      PASS       0    
waitpid05                      PASS       0    
waitpid06                      PASS       0    
waitpid07                      PASS       0    
waitpid08                      PASS       0    
waitpid09                      PASS       0    
waitpid10                      PASS       0    
waitpid11                      FAIL       1    
waitpid12                      FAIL       1    
waitpid13                      FAIL       1    
waitid01                       PASS       0    
waitid02                       FAIL       1    
write01                        PASS       0    
write02                        PASS       0    
write03                        PASS       0    
write04                        PASS       0    
write05                        PASS       0    
writev01                       PASS       0    
writev02                       PASS       0    
writev03                       PASS       0    
writev04                       PASS       0    
writev05                       PASS       0    
writev06                       PASS       0    
perf_event_open01              CONF       32   
perf_event_open02              CONF       32   
futex_wait01                   PASS       0    
futex_wait02                   PASS       0    
futex_wait03                   PASS       0    
futex_wait04                   PASS       0    
futex_wait05                   PASS       0    
futex_wake01                   PASS       0    
futex_wake02                   PASS       0    
futex_wake03                   PASS       0    
futex_wake04                   CONF       32   
futex_wait_bitset01            PASS       0    
futex_wait_bitset02            PASS       0    
gf01                           PASS       0    
gf02                           FAIL       1    
gf03                           PASS       0    
gf04                           PASS       0    
gf05                           FAIL       1    
gf06                           PASS       0    
gf07                           FAIL       1    
gf08                           PASS       0    
gf09                           FAIL       1    
gf10                           PASS       0    
gf11                           PASS       0    
gf12                           PASS       0    
gf13                           PASS       0    
gf14                           PASS       0    
gf15                           PASS       0    
gf16                           PASS       0    
gf17                           PASS       0    
gf18                           PASS       0    
gf19                           FAIL       1    
gf20                           PASS       0    
gf21                           PASS       0    
gf22                           PASS       0    
gf23                           PASS       0    
gf24                           PASS       0    
gf25                           PASS       0    
gf26                           PASS       0    
gf27                           PASS       0    
gf28                           PASS       0    
gf29                           PASS       0    
gf30                           PASS       0    
rwtest01                       PASS       0    
rwtest02                       PASS       0    
rwtest03                       FAIL       4    
rwtest04                       FAIL       4    
rwtest05                       PASS       0    
iogen01                        PASS       0    
fs_inod01                      PASS       0    
linker01                       PASS       0    
openfile01                     PASS       0    
inode01                        PASS       0    
inode02                        PASS       0    
stream01                       PASS       0    
stream02                       PASS       0    
stream03                       PASS       0    
stream04                       PASS       0    
stream05                       PASS       0    
ftest01                        PASS       0    
ftest02                        PASS       0    
ftest03                        PASS       0    
ftest04                        PASS       0    
ftest05                        PASS       0    
ftest06                        PASS       0    
ftest07                        PASS       0    
ftest08                        PASS       0    
lftest01                       PASS       0    
writetest01                    PASS       0    
fs_di                          PASS       0    
proc01                         PASS       0    
fs_racer                       PASS       0    
quota_remount_test01           PASS       0    
isofs                          FAIL       1    
fs_perms01                     PASS       0    
fs_perms02                     PASS       0    
fs_perms03                     PASS       0    
fs_perms04                     PASS       0    
fs_perms05                     PASS       0    
fs_perms06                     PASS       0    
fs_perms07                     PASS       0    
fs_perms08                     PASS       0    
fs_perms09                     PASS       0    
fs_perms10                     PASS       0    
fs_perms11                     PASS       0    
fs_perms12                     PASS       0    
fs_perms13                     PASS       0    
fs_perms14                     PASS       0    
fs_perms15                     PASS       0    
fs_perms16                     PASS       0    
fs_perms17                     PASS       0    
fs_perms18                     PASS       0    
fsx-linux                      FAIL       203  
dio01                          PASS       0    
dio02                          PASS       0    
dio03                          PASS       0    
dio04                          FAIL       1    
dio05                          PASS       0    
dio06                          PASS       0    
dio07                          PASS       0    
dio08                          PASS       0    
dio09                          PASS       0    
dio10                          FAIL       1    
dio11                          PASS       0    
dio12                          PASS       0    
dio13                          PASS       0    
dio14                          PASS       0    
dio15                          PASS       0    
dio16                          PASS       0    
dio17                          PASS       0    
dio18                          PASS       0    
dio19                          PASS       0    
dio20                          PASS       0    
dio21                          PASS       0    
dio22                          PASS       0    
dio23                          PASS       0    
dio24                          PASS       0    
dio25                          PASS       0    
dio26                          PASS       0    
dio27                          PASS       0    
dio28                          PASS       0    
aio01                          FAIL       2    
aio02                          FAIL       2    
mm01                           PASS       0    
mm02                           PASS       0    
mtest01                        PASS       0    
mtest01w                       PASS       0    
mtest05                        PASS       0    
mtest06                        PASS       0    
mtest06_2                      PASS       0    
mtest06_3                      PASS       0    
mem01                          PASS       0    
mem02                          PASS       0    
mem03                          PASS       0    
page01                         PASS       0    
page02                         PASS       0    
data_space                     PASS       0    
stack_space                    PASS       0    
shmt02                         PASS       0    
shmt03                         PASS       0    
shmt04                         PASS       0    
shmt05                         PASS       0    
shmt06                         PASS       0    
shmt07                         PASS       0    
shmt08                         PASS       0    
shmt09                         PASS       0    
shmt10                         PASS       0    
shm_test01                     PASS       0    
mallocstress01                 PASS       0    
mmapstress01                   PASS       0    
mmapstress02                   PASS       0    
mmapstress03                   PASS       0    
mmapstress04                   PASS       0    
mmapstress05                   PASS       0    
mmapstress06                   PASS       0    
mmapstress07                   PASS       0    
mmapstress08                   PASS       0    
mmapstress09                   PASS       0    
mmapstress10                   PASS       0    
mmap10                         PASS       0    
mmap10_1                       PASS       0    
mmap10_2                       CONF       32   
mmap10_3                       CONF       32   
mmap10_4                       CONF       32   
ksm01                          CONF       32   
ksm01_1                        CONF       32   
ksm02                          CONF       32   
ksm02_1                        CONF       32   
ksm03                          CONF       32   
ksm03_1                        CONF       32   
ksm04                          CONF       32   
ksm04_1                        CONF       32   
ksm05                          CONF       32   
ksm06                          CONF       32   
ksm06_1                        CONF       32   
ksm06_2                        CONF       32   
oom01                          FAIL       1    
oom02                          CONF       32   
oom03                          CONF       32   
oom04                          CONF       32   
oom05                          CONF       32   
swapping01                     PASS       0    
thp01                          FAIL       2    
thp02                          CONF       32   
thp03                          CONF       32   
vma01                          FAIL       1    
vma02                          CONF       32   
vma03                          CONF       32   
vma04                          CONF       32   
overcommit_memory01            CONF       32   
overcommit_memory02            CONF       32   
overcommit_memory03            CONF       32   
overcommit_memory04            CONF       32   
overcommit_memory05            CONF       32   
overcommit_memory06            CONF       32   
max_map_count                  FAIL       2    
min_free_kbytes                FAIL       3    
pipeio_1                       PASS       0    
pipeio_3                       PASS       0    
pipeio_4                       FAIL       127  
pipeio_5                       FAIL       127  
pipeio_6                       FAIL       127  
pipeio_8                       FAIL       127  
sem01                          FAIL       127  
sem02                          FAIL       127  
message_queue_test_01          FAIL       127  
message_queue_test_02_get      FAIL       127  
message_queue_test_02_snd      FAIL       127  
message_queue_test_02_rcv      FAIL       127  
message_queue_test_02_ctl      FAIL       127  
message_queue_test_04          FAIL       127  
message_queue_test_05          FAIL       127  
pipe_test_01                   FAIL       127  
semaphore_test_01              FAIL       127  
semaphore_test_03              FAIL       127  
shmem_test_03                  FAIL       127  
shmem_test_06                  FAIL       127  
signal_test_02                 FAIL       127  
signal_test_03                 FAIL       127  
signal_test_05                 FAIL       127  
signal_test_06                 FAIL       127  
signal_test_07                 FAIL       127  
pth_str02                      FAIL       127  
pth_str03                      FAIL       127  
trace_sched01                  FAIL       127  
hackbench02                    FAIL       127  
sched_getattr02                FAIL       127  
sched_cli_serv                 FAIL       127  
sched_stress                   FAIL       127  
abs01                          FAIL       127  
float_bessel                   FAIL       127  
float_power                    FAIL       127  
float_trigo                    FAIL       127  
nextafter01                    FAIL       127  
nptl01                         FAIL       127  
ptem01                         FAIL       127  
pidns02                        FAIL       127  
pidns03                        FAIL       127  
pidns05                        FAIL       127  
pidns12                        FAIL       127  
pidns13                        FAIL       127  
mqns_01_clone                  FAIL       127  
shmnstest_unshare              FAIL       127  
shmem_2nstest_none             FAIL       127  
cgroup_fj_stress_perf_event_4_ FAIL       127  
cgroup_fj_stress_perf_event_3_ FAIL       127  
cpuset_syscall                 FAIL       127  
Connectors                     FAIL       127  
su01                           FAIL       127  

-----------------------------------------------
Total Tests: 1904
Total Skipped Tests: 209
Total Failures: 229
Kernel Version: 4.4.0-43-Microsoft
Machine Architecture: x86_64
Hostname: BENHILL-Z800

